User_ID,User_Name,Platform,Date,State,Region,Content_ID,Followers,Views,Likes,Shares,Comments,Revenue_Source,Revenue
USRGLJHW7,Alex Smith,YouTube,2021,Alabama,West,CNT6K27CM,3994894,8020745,801177,436261,170054,Collaboration,260756
USRIY3IDE,David Davis,Snapchat,2021,New Jersey,Central,CNT9JRIQX,4240252,8724863,1934817,476791,33498,Patreon,401780
USRC0AR9S,Sarah Smith,Snapchat,2024,North Carolina,South,CNTWDITY4,1536023,3146690,840637,483964,145819,Sponsorship,170358
USR79C097,David Garcia,YouTube,2021,New Mexico,East,CNT1KZKCF,4957300,8056234,1201216,122698,71074,Collaboration,126348
USRM0WQSN,Michael Smith,Snapchat,2024,Arizona,East,CNTIU4P91,4073922,5346400,244454,237634,100829,Sponsorship,283098
USRK0GKKD,Laura Jones,Twitter/X,2020,Kentucky,West,CNTDIUAHM,4977067,1657544,738213,322838,11184,Collaboration,46762
USRXIBE2Y,Michael Wilson,YouTube,2022,Tennessee,West,CNTO480UU,3565263,3167404,796782,80450,136187,Consultancy,115905
USRBZ06KZ,Alex Davis,Facebook,2022,Washington,West,CNT1FOJYZ,3288623,1664885,1134450,269462,178155,Consultancy,104610
USRE5ZXSD,John Jones,YouTube,2024,Montana,West,CNT2DERVO,3822497,8082195,1814876,286462,113789,Patreon,497673
USRVE2T1U,Emma Wilson,YouTube,2022,Rhode Island,South,CNT4T3K1R,1635205,3065804,1347328,145461,113400,Consultancy,302286
USRCVJ62Y,Emily Davis,Facebook,2021,Pennsylvania,North,CNTOW6QFN,632362,1781015,1084840,153951,87272,Patreon,224971
USRG9Y239,Sarah Martinez,Snapchat,2021,Oregon,East,CNTBZU6VG,1606691,8490945,1845542,43226,87638,Patreon,22388
USR2FG2RQ,Alex Martinez,Facebook,2020,Florida,South,CNT4G2VDH,3975864,1310564,544800,58219,44225,Collaboration,60135
USRL8ON75,John Johnson,Twitter/X,2023,Texas,South,CNT2OHFKV,3758915,6279070,1350322,224231,57943,Guest Appearance,215964
USRKXCRSI,Alex Johnson,YouTube,2024,Kansas,North,CNTNI7KGV,4299000,1589032,1211202,216351,158999,Patreon,283351
USRQ0GBG2,Emily Brown,Twitter/X,2020,Louisiana,South,CNT72647Y,4297546,5549460,1747574,284408,1705,Collaboration,114817
USRI6H0JF,Alex Jones,Snapchat,2021,Oklahoma,North,CNT7DM7CW,3599491,2825583,1025372,282445,158129,Sponsorship,378353
USRJGZDXD,Alex Johnson,Twitter/X,2024,Kansas,Central,CNTVUIT63,1451016,2359352,1634224,240511,107952,Consultancy,48221
USRQ33L3T,Chris Smith,Facebook,2024,Missouri,South,CNT5QO6YA,3493694,6853128,1048054,406817,22172,Collaboration,157300
USRQ3PLV3,Chris Jones,Snapchat,2023,Wyoming,North,CNT9J5T06,1862860,4640162,132889,153291,104157,Patreon,367800
USRH34BSX,Sarah Miller,Facebook,2020,Nevada,Central,CNTYUGW8G,3890757,5246924,1557800,460042,153437,Collaboration,84130
USR2QCBOO,Laura Wilson,Instagram,2020,Illinois,West,CNT9AXBE0,3211474,8763176,927751,81748,13055,Patreon,173166
USRY84KHW,Sarah Garcia,Facebook,2021,New Hampshire,East,CNTE5BE3B,1316476,839422,1567837,229890,143402,Consultancy,11195
USR537L5N,Alex Garcia,Facebook,2023,Montana,West,CNTOY1R6Q,3230995,703455,822362,476415,51215,Collaboration,499714
USRJDUVCL,Jane Williams,Instagram,2022,New Mexico,Central,CNTWYJEKR,4141822,7738820,1770825,329478,79342,Collaboration,397770
USRTZ94TY,Laura Brown,Snapchat,2020,North Dakota,North,CNTLW0PFL,3065474,7510148,1771679,221065,90283,Patreon,225715
USR9FCQH8,David Garcia,Snapchat,2020,Michigan,North,CNTGUTOPZ,972213,6801775,1414074,471754,96942,Collaboration,405648
USRUI3M47,David Smith,Twitter/X,2024,Kansas,East,CNTXIR52R,3043496,3913710,578168,57227,112615,Patreon,428978
USRYUNM7M,Emma Miller,Facebook,2020,Florida,West,CNTTNEX4Z,1733734,9337297,1397557,248005,51138,Patreon,5865
USRKOGMW0,Jane Jones,Snapchat,2022,Oklahoma,East,CNTDTN8VR,4243329,6853238,1000074,233340,60344,Consultancy,204689
USRKVNM5Z,Chris Miller,Instagram,2024,Alabama,North,CNTBG8OTB,2734038,1885901,1512208,42987,165962,Patreon,193667
USRCMWHXI,Jane Williams,Instagram,2023,Vermont,South,CNTP2IMNJ,3304228,5196661,22070,126052,176381,Guest Appearance,317356
USRTO0UAN,Alex Williams,Snapchat,2022,Idaho,Central,CNT9QH5G5,3656923,3962592,979048,166537,184121,Consultancy,475981
USRPBBSFS,David Brown,Facebook,2024,New Jersey,Central,CNT7M40AU,308268,6821122,627084,329397,183313,Consultancy,107997
USRE4PSSJ,David Miller,Twitter/X,2023,Virginia,East,CNTQZPYUB,3137007,5503677,150598,122322,24008,Consultancy,157967
USRNW1UZQ,John Smith,Twitter/X,2020,Montana,West,CNTUHSAQ9,1084578,9047259,1578359,181042,80958,Sponsorship,58916
USR7S3JEW,Emma Garcia,Facebook,2021,West Virginia,South,CNTDQNP4Y,455500,5935574,10584,6196,165824,Sponsorship,318460
USR4D71Z3,Alex Martinez,Snapchat,2021,Virginia,East,CNTD6DQB8,3660082,4177159,453090,85939,85049,Collaboration,420235
USRBTSHYH,Jane Davis,Facebook,2020,Maryland,South,CNT7XGBOQ,4202404,3659,717663,275119,184999,Guest Appearance,459779
USRC7J7EA,Chris Johnson,YouTube,2022,Vermont,East,CNT6ZNAW5,4033441,8931819,1472258,86949,148643,Collaboration,285648
USRZJMFVG,Jane Martinez,Twitter/X,2022,Ohio,North,CNTXCZ9AN,706883,1940096,772551,129537,63499,Guest Appearance,137795
USRS1NFJ1,Alex Jones,Facebook,2020,Louisiana,South,CNTT6TVZN,1377726,237673,76747,413756,43936,Patreon,352702
USRQEAJO3,David Davis,Facebook,2021,Washington,Central,CNT25ZZOL,177006,293779,600512,90792,151066,Collaboration,90715
USRSX526L,Sarah Martinez,Facebook,2020,Texas,West,CNT2AR814,1310086,7077711,11967,414166,55015,Guest Appearance,44650
USRLT1MPH,Sarah Wilson,Instagram,2022,Rhode Island,Central,CNTYJO598,2633305,5534389,1592649,411337,130513,Sponsorship,354074
USRWBRWQG,Laura Johnson,Instagram,2023,North Dakota,West,CNT57WZ8P,3122613,8957032,20401,21005,122873,Sponsorship,414699
USRVT0TB0,Laura Martinez,Instagram,2020,Colorado,East,CNTP55FWR,730748,8308395,1667859,110357,93308,Collaboration,121709
USRM80XFN,Laura Martinez,YouTube,2021,Louisiana,North,CNT4L0H3V,458902,2062386,1007170,20872,110480,Guest Appearance,58654
USRQUKR21,Emily Wilson,YouTube,2021,New Hampshire,North,CNT056V8J,536105,3013025,1077550,243968,158829,Guest Appearance,248987
USRTJRWEO,Jane Martinez,Snapchat,2022,Tennessee,East,CNTUOOU4Y,3028014,2080546,426508,44518,148106,Guest Appearance,417403
USREEGDP5,Alex Johnson,Twitter/X,2023,Pennsylvania,Central,CNTZWCI47,3396339,7924701,1758215,63741,163503,Patreon,472155
USR0HC3GZ,David Davis,Instagram,2020,Minnesota,North,CNTEGOL3C,3805770,5814153,1045912,401059,131576,Consultancy,307622
USRA2D8F6,Laura Wilson,YouTube,2024,Louisiana,South,CNTJMJ816,3921211,5998931,1066956,340731,14412,Guest Appearance,428877
USRFA1LU1,Sarah Garcia,Facebook,2020,Michigan,North,CNT4K16BB,1597539,2976537,1811330,141846,144700,Guest Appearance,357769
USRICU0AQ,David Williams,YouTube,2021,North Carolina,North,CNT4C9B81,2802564,6626174,1279314,344961,33742,Patreon,282475
USRSB3YNN,Emma Davis,Instagram,2022,Alabama,West,CNTTB1TJD,3636843,7235625,286738,474670,121610,Patreon,148436
USRV6QQUV,Sarah Jones,Twitter/X,2024,North Carolina,North,CNT7FLMTS,1355885,8207310,1053105,211072,101234,Guest Appearance,266154
USRC61SV0,Laura Smith,Snapchat,2021,Ohio,Central,CNTG6CLQV,1565869,5971101,819263,396190,110438,Patreon,208913
USRWTPBCA,David Garcia,Instagram,2020,Ohio,East,CNTPZDSVH,4672059,8127557,1600682,443382,66727,Guest Appearance,224981
USRCGG1OA,Laura Jones,Twitter/X,2024,Maine,East,CNTOKJYVL,4916969,8175649,801103,115394,49151,Guest Appearance,150104
USRKRYH3Z,David Garcia,YouTube,2024,Delaware,Central,CNT8NK9OF,2506281,615204,664612,490035,157253,Sponsorship,264973
USRJDONB5,Jane Miller,Instagram,2023,Hawaii,East,CNT5IRCRQ,17048,6601706,179199,468423,100597,Guest Appearance,102309
USRXCLKVF,Jane Davis,Twitter/X,2021,Louisiana,East,CNTKD21T1,138372,6785150,69331,109254,69651,Patreon,484874
USR05JCSO,Emma Davis,Twitter/X,2023,Oklahoma,South,CNT73TJFM,1660335,5389317,1243469,356044,98481,Guest Appearance,204262
USRHKAD6R,Chris Brown,Facebook,2023,Ohio,East,CNT262I6R,4455930,8274821,1425044,451457,22795,Collaboration,402849
USRX0X617,Michael Smith,Snapchat,2022,Rhode Island,West,CNTMNQFOX,4097160,9091672,1748197,402985,55858,Collaboration,12749
USRVYQ4WR,Jane Garcia,Snapchat,2020,Delaware,South,CNTIFFHSY,4567465,167383,1837628,424564,70084,Consultancy,303829
USR6IVY3E,John Wilson,Instagram,2020,Maryland,South,CNTJRM8PS,1813712,2075503,1339302,453058,177277,Patreon,63774
USRX1B2AY,Sarah Garcia,Twitter/X,2022,Georgia,South,CNTMQPVKQ,1731186,6976372,1220644,328502,109337,Guest Appearance,490091
USRSHPUA8,Sarah Johnson,Facebook,2020,Wyoming,North,CNTKUXDRY,526751,2150283,203634,128524,29766,Consultancy,103601
USRWPUMN4,Alex Garcia,Twitter/X,2022,Iowa,North,CNTEZ4D0L,2267401,9521197,465936,115384,193606,Consultancy,46465
USRCBPNKN,Michael Brown,Instagram,2022,New Mexico,West,CNT643F2M,327496,1408436,1176994,490370,126038,Sponsorship,231389
USR2GYDSH,Jane Johnson,Instagram,2020,Hawaii,West,CNTO57UJP,1204793,8887058,1498888,387766,121629,Sponsorship,8153
USRFR0XQX,David Smith,Twitter/X,2023,North Carolina,Central,CNTRFEPB3,3476865,8927702,74522,171715,125563,Collaboration,306834
USRC216UD,Michael Smith,YouTube,2022,Alaska,East,CNTWWVNCI,4113676,9718280,63478,231557,164042,Consultancy,327798
USRIENEHE,Emily Davis,Snapchat,2023,South Dakota,South,CNTJNY2LS,1851208,5560356,540967,125323,60167,Consultancy,508
USR574YL1,Alex Brown,YouTube,2022,Mississippi,East,CNTNP7AWP,1242766,5704317,33934,307337,6194,Consultancy,160615
USR79XTDC,Laura Brown,Facebook,2020,Nebraska,South,CNTSZUDTD,3047349,6432719,945920,270529,195699,Collaboration,483577
USRE3PFXR,Jane Davis,Snapchat,2024,Rhode Island,West,CNTTTRBWO,3141061,5208025,1214414,456052,60998,Consultancy,297014
USR70SSZS,Emily Garcia,Instagram,2023,Montana,East,CNTH96AXH,4431117,3747069,835118,229000,96224,Collaboration,48892
USRN9TJC6,Alex Davis,Instagram,2022,Texas,South,CNTMO8GE6,4558258,5865728,89824,443504,56053,Consultancy,200342
USRTY6RFS,Sarah Garcia,Twitter/X,2024,Minnesota,South,CNT6H0VON,2588235,1804242,1455379,112590,141351,Consultancy,74862
USRBGU1N4,Jane Johnson,Snapchat,2024,Virginia,West,CNTOC70IZ,3481077,7100764,655360,492536,8108,Sponsorship,335132
USRYTYKLP,Jane Williams,YouTube,2021,Arizona,Central,CNTYCKQP2,553991,464309,1424965,116764,131676,Patreon,300720
USR70GYVY,Michael Johnson,Snapchat,2020,Vermont,West,CNTCINBIK,622702,9667307,869099,257192,22697,Collaboration,233014
USR6S5WX3,Emma Williams,Snapchat,2020,North Dakota,Central,CNTVV92GW,3664665,1076262,1402466,349468,40573,Collaboration,181967
USRPZF0QV,Michael Wilson,Snapchat,2022,Hawaii,West,CNTNJS2JK,4920292,547425,1915657,448650,89064,Consultancy,228460
USRDN7XVJ,Sarah Williams,Snapchat,2020,Kentucky,Central,CNTUBF8CE,4797585,5116304,617416,444665,51701,Sponsorship,239467
USRQ5O8GY,Michael Wilson,Twitter/X,2023,California,Central,CNTVI1K1Y,1732308,258281,1963676,292172,142141,Guest Appearance,342138
USR7DQRUG,Jane Brown,Instagram,2021,Alabama,South,CNTRC7540,4613947,371046,1117621,265723,179460,Sponsorship,299378
USRS5WNR2,Chris Garcia,YouTube,2022,Maine,East,CNTBCLG4G,1518484,8938021,512088,210273,176968,Consultancy,488428
USR0LGSG7,Jane Garcia,YouTube,2023,Iowa,Central,CNTXKN1IU,135444,7794069,55324,196847,1935,Consultancy,137608
USRRH0FLQ,Alex Martinez,Snapchat,2024,South Carolina,South,CNTT2PC90,2753294,8241945,967581,485009,182729,Sponsorship,172764
USRCIWT77,Michael Davis,Snapchat,2022,Massachusetts,North,CNTLHWXQ9,2794008,5808128,460548,300268,140760,Guest Appearance,259863
USRW5FB6S,Alex Martinez,YouTube,2022,Nebraska,West,CNTLL7IV3,574825,686098,1690136,42686,164796,Sponsorship,464585
USR6IK3KH,Alex Johnson,YouTube,2022,Alaska,North,CNTGN4IVZ,3522690,2746326,874013,357370,57537,Patreon,432250
USRNDUDJC,David Davis,YouTube,2024,Kentucky,South,CNTTC1T7L,901704,1824671,526697,378885,45757,Guest Appearance,364052
USR2V2VJK,Emily Garcia,Facebook,2021,Connecticut,West,CNTMG2P0M,1539777,7964407,1804696,184975,115491,Collaboration,463459
USREX58FB,Alex Miller,YouTube,2021,New Mexico,Central,CNT8YAGDF,1551258,6330602,1156232,16217,141734,Guest Appearance,435038
USRBG4191,Emily Jones,YouTube,2024,Wisconsin,South,CNTYWTKX9,3222025,5779400,826094,227015,39240,Guest Appearance,135154
USROHCXHI,John Brown,Facebook,2020,North Dakota,North,CNTH6NHZ7,4317926,4937370,1873618,101019,81046,Patreon,311236
USRLUYLEA,Alex Wilson,Snapchat,2023,Indiana,Central,CNT08QOWW,2335543,7581320,575045,492079,21658,Sponsorship,375312
USRESQHXJ,Sarah Davis,Snapchat,2024,Arkansas,Central,CNTPJK1I9,3589813,346889,514048,123126,67149,Patreon,123755
USRRKJJ1N,Alex Garcia,Instagram,2021,Iowa,West,CNTAP2HBU,2912366,4522278,393307,263129,10614,Collaboration,453005
USRFMMQPW,Sarah Davis,Instagram,2020,Arkansas,West,CNT8RCW8D,390026,766893,1612046,228195,87910,Patreon,370910
USRZWQSEW,Chris Johnson,Snapchat,2024,Maryland,West,CNT3GVQ9C,234988,8800038,1716514,59773,45158,Consultancy,88039
USRBC7B2U,David Williams,Snapchat,2024,Alabama,East,CNT83X3QV,589683,2926165,860620,159781,19020,Sponsorship,37957
USRHB4DL4,David Johnson,Snapchat,2020,Georgia,South,CNTCDWNYP,3910915,3151755,925244,239234,160244,Collaboration,16495
USRHJVVG2,Jane Garcia,Instagram,2022,Nevada,Central,CNTLK30PU,3450935,3846587,1875961,199156,48840,Guest Appearance,421139
USRAPQDEQ,Michael Williams,Snapchat,2023,Oregon,West,CNTMGYKUK,1016289,7791878,1055739,178783,187692,Consultancy,80275
USRJNHRNQ,Chris Martinez,Twitter/X,2023,Georgia,West,CNT0JF8KY,4558079,94911,785556,3138,75318,Collaboration,79090
USR3JW2V1,John Jones,Facebook,2020,Alaska,West,CNTF0J9X5,1599197,6997043,426474,407199,82810,Guest Appearance,37952
USRR33GXH,Chris Smith,Instagram,2022,Arkansas,North,CNTYAV65G,2420769,9626613,1210144,440265,188294,Patreon,328540
USRLH5019,Chris Smith,Twitter/X,2022,New York,Central,CNTPBFL8G,3267823,8570407,1940277,8802,187384,Consultancy,180747
USRF98XMS,Emily Martinez,YouTube,2022,Colorado,North,CNTZHW8IO,3258772,888070,340426,303225,18633,Consultancy,153137
USRTMXUW4,David Brown,Instagram,2021,Alabama,North,CNTX6U1KV,4813387,5747291,102302,243263,197790,Sponsorship,25868
USRY3B0NW,Laura Williams,Twitter/X,2021,Nebraska,Central,CNT3S60OS,1770310,5430383,348217,134249,198340,Guest Appearance,249702
USRD09FK5,David Miller,Facebook,2022,South Carolina,Central,CNTMZGS1L,4258771,3114680,1646055,210604,23826,Collaboration,194934
USRNQ6Y2G,Chris Williams,Instagram,2021,Arkansas,West,CNTRSBM3E,3042891,4603114,1159197,429810,30598,Sponsorship,465598
USRRG080E,Chris Johnson,Snapchat,2022,Wisconsin,Central,CNTK0Z5RE,1195125,4055654,1095615,473285,993,Patreon,330191
USRYOZ7VN,Emma Williams,Snapchat,2022,Missouri,North,CNT9QPE6M,4457809,8745689,476001,478676,177115,Consultancy,496524
USR4TRGOS,Sarah Jones,Snapchat,2022,North Dakota,South,CNT272F5D,1437260,8227901,1564182,252601,23792,Consultancy,342942
USRLPX0PI,Emma Garcia,Instagram,2022,Rhode Island,North,CNT9YIXTA,3335262,5962629,599808,489093,198431,Consultancy,110418
USR35K7Y7,Emily Miller,Snapchat,2020,Wyoming,South,CNTZNXOKW,1951288,4241522,472098,61122,142690,Patreon,492856
USRQ4US2J,Jane Garcia,Snapchat,2022,Tennessee,West,CNTE16Z0D,2838929,5558081,1945584,241738,136311,Collaboration,400213
USRPRL1OG,Laura Miller,Snapchat,2021,Indiana,North,CNTGMDRX9,596209,3010285,558004,436021,152972,Collaboration,14693
USRE80484,Michael Garcia,Twitter/X,2020,Idaho,West,CNTYCCRBX,2975541,8933335,129172,215197,79351,Collaboration,31478
USRUFG35R,Laura Miller,YouTube,2024,Connecticut,Central,CNTYE3LVZ,3255593,5322005,843490,283260,118301,Patreon,383076
USRF4LYL7,Jane Garcia,Twitter/X,2023,Oklahoma,Central,CNT5GY0HH,1075012,365883,390945,124255,5832,Consultancy,470915
USRQRH2Q4,Emily Martinez,Instagram,2022,Massachusetts,South,CNTXJZ4PI,1201934,9195920,694379,32220,11921,Patreon,427410
USRLGWHSV,David Williams,YouTube,2023,South Dakota,Central,CNT7HUIA9,4277101,5688392,1818611,307542,50377,Patreon,374853
USR2K24LE,Laura Johnson,Snapchat,2020,Iowa,East,CNT8UPV14,4088146,5955696,992916,93364,40076,Patreon,152356
USRE6HL4F,Emma Wilson,Facebook,2022,Iowa,West,CNTCLWQPF,2785909,7179215,1223230,181969,147351,Guest Appearance,77196
USR4AW0CD,John Williams,Twitter/X,2024,Washington,West,CNT5YUJ3P,1048924,4623842,45245,353391,112794,Sponsorship,221002
USRS8QDUZ,John Wilson,Facebook,2020,Louisiana,North,CNTF44A71,3450290,9691943,841665,183549,138319,Sponsorship,65023
USRLNIZZU,Sarah Wilson,Facebook,2020,Rhode Island,West,CNTUV8Z8X,1895572,8682997,839582,484378,45091,Sponsorship,414107
USR2IFMQI,Sarah Brown,Snapchat,2024,New Mexico,Central,CNTIALQ1I,4520455,6864206,1676015,85953,149438,Patreon,453242
USRXI0Q3C,Laura Johnson,Twitter/X,2024,Oregon,South,CNTE4J2NB,4362000,5372156,1096690,305317,164122,Patreon,147761
USRRSNVMF,Laura Johnson,Twitter/X,2023,Oklahoma,North,CNTPJWVDF,1545892,5168690,635734,300855,191211,Patreon,216631
USR3RQD4A,Michael Martinez,Instagram,2024,Oregon,Central,CNT9NES58,3584076,4426203,1993001,315951,125392,Sponsorship,161291
USRTFRTHH,Jane Garcia,YouTube,2023,Hawaii,West,CNTXEOAU5,1842703,556816,1469532,266893,23339,Patreon,80985
USRBD1YZ2,Michael Williams,YouTube,2024,Texas,South,CNTPSP2BK,1874110,873917,114699,369532,55329,Guest Appearance,359089
USRYNT1N7,Laura Davis,Facebook,2023,Missouri,Central,CNT852EZC,688825,333887,1362005,133107,96786,Guest Appearance,426193
USRO1ELYU,Alex Garcia,Instagram,2024,Oklahoma,South,CNT3HGGS9,4094527,9426009,439483,6725,127325,Consultancy,488403
USRKOXBXL,Jane Wilson,YouTube,2023,Minnesota,East,CNTO3UE98,3772028,6466453,952908,429236,128866,Guest Appearance,374670
USRNC6NAC,John Davis,Snapchat,2021,Louisiana,West,CNTQW02Q6,35313,2335569,856579,117627,185398,Sponsorship,334744
USRZF1SN1,Sarah Martinez,Facebook,2021,Washington,Central,CNTYGBFXI,2679114,8052843,1807769,133245,72742,Patreon,9958
USRKB7QY6,Emma Martinez,Twitter/X,2021,Oklahoma,West,CNTBDKPGZ,2046716,2352942,877342,299666,49390,Guest Appearance,94987
USRE54LZ3,Laura Martinez,Snapchat,2021,Delaware,West,CNT0D6BYB,4434593,662634,456642,31426,9244,Consultancy,133927
USRZ5HBO3,Emma Miller,Facebook,2021,Indiana,Central,CNT30HF6C,1891143,7680441,1599988,270444,124285,Sponsorship,346628
USRXDJLNF,Sarah Smith,Facebook,2023,Iowa,North,CNTCVIOPH,1493622,2431969,401674,29441,36322,Collaboration,439129
USR7NO3FJ,David Martinez,Instagram,2022,Minnesota,Central,CNTZXFV7N,1955737,5404925,1710785,386642,70818,Collaboration,80695
USRW10ORD,John Jones,Snapchat,2024,Illinois,Central,CNTMOAPGQ,4876903,9499860,444547,266050,124784,Collaboration,221598
USR9G5BSR,Michael Jones,YouTube,2020,North Dakota,South,CNTMBD7TC,2593125,3765977,1716412,385531,135865,Consultancy,271895
USR5O29RK,Chris Smith,Twitter/X,2020,Colorado,South,CNT1E9VUZ,2275346,9928151,1620876,407098,179416,Sponsorship,37300
USR5I0ZJ8,Sarah Martinez,Facebook,2020,Utah,Central,CNTQO36HV,2364425,4152522,1607347,488335,2058,Sponsorship,139476
USRIJZE7F,John Johnson,Twitter/X,2024,Nebraska,South,CNTP7QAHB,4396789,2492603,1013663,68026,127473,Consultancy,462618
USRTB77WD,Michael Williams,Snapchat,2022,North Dakota,East,CNTGVVPL0,1563027,5363990,1972516,181333,158821,Collaboration,132333
USRPYOAJO,Laura Miller,YouTube,2022,Georgia,West,CNTA6UO8G,4370371,1506832,1221985,428977,177358,Patreon,127979
USRA09W82,Chris Miller,Snapchat,2024,Indiana,South,CNTMCY6UN,2317756,3343443,711979,326619,45297,Sponsorship,283793
USRB9QVP4,Emma Jones,YouTube,2022,South Carolina,West,CNTY60OHK,3321981,7824207,113918,261738,108372,Consultancy,203083
USRDI969B,Michael Jones,Twitter/X,2020,Maryland,Central,CNTIE4DR9,3229250,3861224,1869333,309343,174651,Collaboration,6229
USRIAEJKH,Emily Williams,Facebook,2020,Louisiana,South,CNT315YJX,1637157,8561124,1338146,470819,16869,Consultancy,234845
USR5OAG8B,Alex Jones,Snapchat,2024,South Carolina,North,CNTB7GR17,1645966,689080,1456746,146196,83040,Sponsorship,296140
USRS310VX,Emma Brown,Facebook,2024,South Dakota,West,CNT5A0YP8,3439553,1748413,1479917,336958,87083,Consultancy,51516
USR1LXHQ6,Jane Miller,YouTube,2023,New Mexico,Central,CNTOCNTKV,3466273,3188802,1615211,164203,73553,Sponsorship,25303
USRWXHXIB,Laura Martinez,Instagram,2023,Arizona,East,CNTDR2RUX,2881321,8274494,131352,166605,190075,Guest Appearance,223728
USROTLEX1,Emily Miller,Instagram,2022,Wyoming,West,CNTY36QB7,3108206,2990787,398076,74468,92312,Collaboration,441874
USR7AHCT6,Emily Brown,Twitter/X,2022,New Mexico,North,CNTKJ4RSV,3791510,6172886,320033,19535,122882,Collaboration,79110
USRVTHAAA,David Garcia,Instagram,2020,Nebraska,Central,CNTJU778U,2944304,2686327,492508,228480,117849,Consultancy,91021
USRLL7KYP,Sarah Garcia,YouTube,2023,California,East,CNT3YA5FG,1496295,1396548,1190586,352633,160251,Collaboration,312495
USRL4B6EF,Alex Smith,Twitter/X,2021,Tennessee,Central,CNTI4ZHFZ,1405034,1050508,301904,197012,184507,Collaboration,434258
USR2KBEM5,Alex Davis,Twitter/X,2024,Ohio,East,CNT5LERO7,2342800,7486299,279055,31291,70727,Patreon,33732
USRF6S9C8,Laura Martinez,Facebook,2022,New Hampshire,East,CNT7Y9INY,3918491,3336776,1802603,320072,11613,Sponsorship,493068
USRZFHYHP,Emma Miller,Snapchat,2022,Georgia,East,CNTQK8N14,649156,1649861,1112877,70582,17956,Guest Appearance,472355
USRL2I8GV,Michael Wilson,YouTube,2024,North Carolina,East,CNT6R1U6H,2306461,3548656,1276439,24728,59526,Consultancy,301792
USR6FGJ4Q,Emma Smith,Snapchat,2021,Colorado,Central,CNTJHLVN0,3393136,6889030,621299,14418,150933,Collaboration,5865
USR40U8N5,Michael Garcia,YouTube,2023,Iowa,South,CNT80ZJP0,3000892,5528354,1341314,462389,31156,Guest Appearance,243970
USR4PJHAT,Chris Williams,Snapchat,2023,Pennsylvania,Central,CNTU2CHOF,2759881,9372880,31331,249897,110551,Collaboration,485536
USRVCWJJG,Laura Jones,YouTube,2024,Rhode Island,Central,CNT588C4D,501650,9237492,316075,474531,116765,Consultancy,146341
USRAGUIVF,John Martinez,Instagram,2020,Pennsylvania,South,CNTYUBNFX,4744327,4500835,1323289,23898,107234,Guest Appearance,473985
USRS1KA6Z,Emma Brown,Instagram,2024,Utah,North,CNT6L213W,923665,8388460,823918,86839,138358,Guest Appearance,238469
USR1JWXRC,Emily Wilson,Snapchat,2024,New Mexico,South,CNTYOD206,3525339,4356995,235377,109653,152936,Collaboration,499590
USRAJN3O3,Michael Martinez,Instagram,2022,Michigan,Central,CNTEJ1MB0,4436622,9814498,1876080,387285,92825,Guest Appearance,468457
USRWVJ6HW,David Jones,Twitter/X,2022,Arkansas,West,CNT2MJJI7,1359669,278936,1306264,188562,85452,Sponsorship,495103
USRQL5SSU,Emily Davis,Facebook,2021,Wisconsin,East,CNTIVJ33K,2221864,3239856,670651,371830,168912,Sponsorship,383499
USRBPYHEK,Sarah Davis,Twitter/X,2023,Virginia,North,CNTWVFOJZ,1089826,4500169,802933,197887,31423,Consultancy,411213
USRCRL7U1,Alex Davis,Facebook,2021,Missouri,East,CNTBEARX1,930910,3827861,59892,357409,9190,Patreon,295742
USRILZ8AT,Laura Garcia,Twitter/X,2021,Wyoming,Central,CNTJIGMMN,2925132,6212794,1601259,469813,19749,Collaboration,210235
USRP6HIR6,Alex Johnson,Instagram,2020,Illinois,Central,CNT699RIH,3891069,5384008,1621024,95779,45088,Sponsorship,227606
USRHA2B7M,John Garcia,Twitter/X,2021,Ohio,East,CNTNO2R9S,1532040,2286632,418324,374629,64794,Collaboration,458263
USR63BQPO,Sarah Williams,Instagram,2023,South Carolina,South,CNTN33VOZ,4745558,5157363,1741517,158599,25986,Patreon,321058
USR6WC1J1,David Johnson,Snapchat,2024,Alaska,Central,CNT2069FJ,2274312,1927293,550048,126453,18638,Guest Appearance,50603
USR43NLUV,Laura Miller,Twitter/X,2020,Delaware,West,CNTDVV3IR,1182211,6612694,1620649,238039,114137,Patreon,233257
USRZU4QT4,Emily Martinez,YouTube,2020,North Dakota,Central,CNTZ5OTKN,627537,7409384,1139798,306986,152395,Sponsorship,71550
USRX22BMT,Emily Williams,Snapchat,2021,Massachusetts,North,CNTLOTULN,1534852,277099,1668278,206326,96907,Sponsorship,455062
USR2WQ8V6,Laura Davis,Twitter/X,2023,Colorado,West,CNTON53PS,3827149,1432165,481427,274067,158419,Collaboration,503
USR76QJ5T,Alex Wilson,YouTube,2022,Wisconsin,West,CNTWELHPP,4619687,7112816,604655,2656,132660,Patreon,118554
USR1CF8P2,Sarah Smith,Facebook,2022,Kentucky,South,CNT93TM85,322500,9033802,1505688,427845,37818,Sponsorship,413617
USR9RAZGJ,Alex Smith,Instagram,2021,Virginia,Central,CNT0W7O1T,108603,8376330,352517,200748,171761,Consultancy,381442
USR04AEX1,Michael Brown,Snapchat,2024,Colorado,North,CNTVVRTES,3578277,3427018,397391,213894,179103,Patreon,83965
USRLNDMK2,Laura Williams,YouTube,2022,Louisiana,South,CNT0L93GT,3969017,8814991,1714668,56194,90162,Guest Appearance,177551
